z,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,set
0,6.302050834002678,31,C,6,9,65,166,0,0,0,1,0,0,2,0,1,0,0,5,35,17,J,1,43,E,12,80,171,34,5,0,1,0,0,76,24,470,56,1,9,9,3,0,4,56,16,0,0,0,0,0,0,0,0,0,0,0,47,40,train
1,6.371146977330294,31,C,19,9,65,142,0,0,0,0,0,0,2,0,0,0,0,12,75,10,G,1,53,E,14,68,147,29,10,0,0,0,0,87,37,500,91,1,9,9,3,0,6,59,20,0,0,0,0,0,0,0,0,0,0,0,48,38,train
0,-0.20641272365082908,23,C,0,4,67,142,0,0,0,0,0,0,0,0,1,0,0,12,45,10,J,1,83,E,13,70,152,24,16,0,0,0,0,88,41,480,66,1,9,9,3,0,5,62,18,0,0,0,0,0,0,0,0,0,0,0,47,41,train
0,5.5647947383347,28,C,35,16,68,133,0,0,0,0,0,0,1,0,1,0,0,11,35,12,J,1,37,E,14,70,153,29,11,1,0,0,0,75,25,490,73,1,7,9,2,0,8,55,18,0,0,0,0,0,0,0,0,0,0,0,47,38,test
0,-0.4688249651471543,22,C,20,8,66,117,0,0,0,1,0,0,1,0,0,0,0,9,45,12,J,1,57,E,13,70,143,22,9,0,0,0,0,82,30,600,66,0,6,9,0,3,2,65,18,0,0,0,0,0,0,0,0,0,0,0,45,39,test
1,4.745109985131137,24,C,10,11,66,115,0,0,0,0,0,0,0,0,1,1,0,8,45,10,J,1,40,E,13,78,144,25,9,0,0,0,0,78,32,470,44,0,9,9,3,0,5,56,18,0,0,0,0,0,0,0,0,0,0,0,45,40,test
0,18.926958574515574,23,C,15,6,64,112,0,1,0,1,0,1,0,0,0,0,0,12,25,15,J,1,50,E,12,68,135,25,12,0,0,0,0,83,37,440,59,0,9,9,2,0,13,53,15,0,0,0,0,0,0,0,0,0,0,0,46,41,test
1,7.035347177966452,30,C,0,0,61,170,0,0,0,0,0,1,0,0,0,0,0,12,55,10,J,1,47,E,13,70,161,28,10,0,0,0,0,78,28,470,58,0,9,9,3,0,5,53,16,0,0,0,0,0,0,0,0,0,0,0,46,40,train
0,2.3644533483810317,27,C,0.125,11,67,148,0,0,0,0,0,1,1,0,0,0,0,16,35,15,J,1,70,B,14,60,169,27,12,1,0,1,1,83,40,350,53,1,6,8,0,2,2,58,18,0,0,0,0,0,0,0,0,0,0,0,46,40,train
0,3.4119138591496703,29,C,4,11,67,145,2,0,1,0,0,0,1,0,0,1,0,16,45,10,J,1,83,B,14,58,175,29,16,1,0,1,1,77,25,305,44,0,8,9,2,0,8,57,18,0,0,0,0,0,0,0,0,0,0,0,48,36,test
0,5.366317592486462,29,C,4,11,67,145,2,0,1,0,0,0,1,0,0,1,0,16,45,10,J,1,83,B,14,58,175,29,16,1,0,1,1,79,27,415,43,0,4,8,4,0,6,47,15,0,0,0,0,0,0,0,0,0,0,0,45,36,train
0,0.10752857536572319,24,C,0,0,62,125,0,0,0,0,0,0,0,1,0,1,0,12,55,7,J,1,73,E,11,80,153,30,12,0,0,0,0,82,32,440,47,0,10,10,3,0,1,58,19,0,0,0,0,0,0,0,0,0,0,0,44,40,train
0,2.2219916213328657,25,C,0,0,63,145,0,0,0,1,0,1,0,0,0,0,0,12,45,12,J,1,63,E,13,70,179,27,12,0,0,0,0,76,27,440,59,0,8,8,2,0,9,61,18,0,0,0,0,0,0,0,0,0,0,0,45,39,test
0,2.467634431864663,29,C,10,13,63,118,0,0,0,0,0,0,1,0,0,0,0,9,35,10,J,1,57,E,14,72,146,29,12,0,0,0,0,81,33,470,75,0,9,9,2,0,1,55,16,0,0,0,0,0,0,0,0,0,0,0,44,40,test
0,7.02786536782295,32,C,0,9,66,140,0,0,0,0,0,2,0,1,1,0,0,16,45,10,L,1,50,E,15,68,153,30,12,0,0,0,0,82,25,380,38,0,9,9,3,0,15,54,16,0,0,0,0,0,0,0,0,0,0,0,43,38,train
0,3.2201507310168895,33,C,0,7,66,130,0,0,0,0,0,1,0,1,1,0,0,14,55,13,L,1,73,E,16,70,153,31,12,0,0,0,0,82,27,490,46,1,9,10,2,0,5,60,18,0,0,0,0,0,0,0,0,0,0,0,46,41,test
0,5.608862941785016,26,C,0,0,64,124,0,0,0,0,0,0,1,0,0,0,0,12,55,8,J,1,80,E,14,70,144,28,12,0,0,0,0,81,40,350,48,0,9,9,3,0,2,53,15,0,0,0,0,0,0,0,0,0,0,0,45,42,test
0,9.992410198030266,19,C,18,2,64,106,0,0,1,0,0,4,0,0,0,0,0,12,15,8,J,1,63,E,13,70,128,21,15,0,0,0,0,76,29,590,62,0,9,9,0,2,7,43,19,0,0,0,0,0,0,0,0,0,0,0,46,39,train
0,6.189037644665711,22,C,20,6,64,112,0,0,0,0,0,0,0,0,0,0,0,13,65,10,J,1,90,E,13,60,134,23,16,0,0,0,0,77,31,590,47,0,9,9,0,2,5,53,16,0,0,0,0,0,0,0,0,0,0,0,46,39,test
1,2.6861467821897858,24,C,0,5,62,111,0,0,1,0,0,0,1,0,0,0,0,12,55,8,J,1,43,E,14,74,133,25,9,0,0,0,0,87,36,310,61,1,9,9,2,0,8,65,21,0,0,0,0,0,0,0,0,0,0,0,48,41,test
0,6.792730059794701,34,C,10,16,62,132,0,0,0,0,0,1,0,2,2,0,0,12,65,12,J,1,67,E,13,84,158,38,11,2,0,0,0,76,33,550,52,1,9,9,3,0,5,47,14,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,-2.153938276798741,21,C,20,6,65,125,0,0,1,0,0,0,0,0,0,0,0,12,65,10,J,1,67,E,13,60,143,24,12,0,0,0,0,81,36,320,64,1,8,9,2,0,5,69,16,0,0,0,0,0,0,0,0,0,0,0,45,38,train
0,5.938423761578091,21,C,0,0,64,136,0,0,0,0,0,2,3,0,1,0,0,10,55,10,I,1,63,B,10,70,148,24,12,3,0,0,0,81,29,440,46,1,9,9,4,0,15,54,16,0,0,0,0,0,0,0,0,0,0,0,49,37,train
1,0.216357383628208,33,C,10,17,62,103,0,1,2,0,0,0,0,0,0,0,0,12,45,8,B,1,53,B,13,50,129,44,12,1,0,0,0,76,28,350,39,0,8,8,2,0,3,64,20,0,0,0,0,0,0,0,0,0,0,0,46,43,test
0,8.1220019936988,34,C,20,15,63,168,0,1,0,0,0,0,2,0,0,0,0,9,55,7,J,1,67,E,11,70,182,30,12,0,0,0,0,89,41,390,52,0,9,9,2,0,1,68,21,0,0,0,0,0,0,0,0,0,0,0,46,37,train
0,2.115365433261797,24,C,0,5,68,147,0,0,3,0,0,4,0,0,0,0,1,12,85,10,J,1,70,E,13,72,168,30,12,0,0,0,0,78,35,750,73,1,8,7,3,0,4,55,16,0,0,0,1,0,0,0,0,0,0,0,46,43,test
0,4.9304955418386305,26,C,0,0,65,145,0,0,0,0,0,0,0,0,0,0,0,12,55,10,J,1,73,B,16,70,175,29,12,0,0,0,0,83,39,510,98,1,6,8,2,0,5,52,15,0,0,0,0,0,0,0,0,0,0,0,47,40,train
0,-3.1696842559961946,34,C,0,0,61,113,0,0,0,0,0,0,1,0,0,0,0,11,45,18,J,1,50,E,13,58,127,37,8,1,2,0,0,81,34,380,67,1,8,8,2,0,8,76,23,0,0,0,1,0,0,0,0,0,0,1,46,38,train
0,5.4406170004052585,27,C,30,12,62,130,0,0,2,0,0,0,0,1,0,1,0,12,45,17,J,1,60,E,12,72,145,27,12,0,0,0,0,76,29,410,47,0,8,9,2,0,9,60,18,0,0,0,1,0,0,0,0,0,0,1,46,37,test
0,4.421819374710026,29,C,30,14,62,125,0,0,0,0,0,0,0,1,0,0,0,12,65,20,J,1,67,E,11,80,133,29,12,0,0,0,0,87,37,475,63,0,8,9,3,0,1,56,16,0,0,0,0,0,0,0,0,0,0,0,43,37,train
0,3.407353219635688,22,C,0,5,63,118,0,0,0,1,0,0,0,0,0,1,0,12,55,8,J,1,80,E,14,76,137,23,15,0,0,0,0,65,25,480,65,0,7,9,0,2,8,54,13,0,0,0,0,0,0,0,0,0,0,0,46,40,train
0,2.1063249126535553,25,C,20,8,62,125,0,0,0,1,0,0,0,0,1,1,0,8,55,15,J,1,80,E,14,74,136,27,14,0,0,0,0,83,39,450,44,1,8,9,3,0,2,58,20,0,0,0,0,0,0,0,0,0,0,0,46,42,test
0,0.622527091369987,25,C,0,0,60,123,0,0,0,0,0,1,1,0,0,0,0,12,45,13,J,1,30,E,12,84,145,30,9,0,0,0,0,86,36,290,50,0,9,9,2,0,2,58,16,0,0,0,0,0,0,0,0,0,0,0,42,38,test
0,1.2676176118351392,25,C,20,7,66,111,0,0,0,0,0,0,0,0,0,0,0,12,75,6,J,1,63,E,15,72,134,26,10,2,1,0,1,79,34,390,47,0,9,9,3,0,2,56,16,0,0,0,0,0,0,0,0,0,0,0,44,40,test
0,-5.588109117375116,25,C,20,6,65,175,0,0,0,0,0,0,1,0,0,0,0,14,55,10,J,1,67,E,12,78,185,25,12,0,0,0,0,79,34,375,60,0,9,10,2,0,6,75,22,0,0,0,0,0,0,0,0,0,0,0,44,39,train
1,5.23311339365619,25,C,1,8,67,126,0,0,0,0,0,0,0,0,0,0,1,12,65,8,J,1,57,B,12,74,143,35,11,0,0,0,0,75,28,290,50,1,9,9,3,0,6,58,15,3,0,2,0,0,0,0,0,0,0,1,45,37,test
0,22.479904898680164,27,C,10,8,64,135,0,1,0,0,0,0,0,0,0,0,0,12,35,7,A,1,77,B,14,70,159,31,18,1,0,0,0,85,37,475,46,0,8,9,2,0,8,28,8,0,0,0,0,0,1,2,0,0,0,3,47,35,test
0,3.106339005760962,35,C,10,16,63,158,0,0,0,0,0,0,1,1,0,0,0,14,65,18,J,1,60,E,10,60,170,42,10,0,2,0,0,80,32,490,71,0,8,9,3,0,2,60,19,0,0,0,0,0,0,0,0,0,0,0,46,38,train
0,3.760326947111797,37,C,10,16,64,150,0,0,1,0,0,0,1,3,3,1,0,14,85,20,J,1,63,E,10,68,156,43,10,0,2,0,0,81,29,530,26,0,8,9,0,2,2,53,15,0,0,0,0,0,0,0,0,0,0,0,46,41,test
0,3.2303245037498827,29,C,0,1,62,136,0,0,0,0,0,0,0,0,0,0,0,15,75,7,J,1,73,E,11,70,138,30,12,0,0,0,0,87,38,450,62,0,9,9,0,3,9,57,16,3,0,0,0,0,0,0,0,0,0,0,45,42,train
0,-6.304639332205199,26,C,0,0,58,98,0,0,0,0,0,0,0,1,4,1,0,10,55,10,J,1,83,E,12,70,124,27,15,0,0,0,0,85,38,580,60,1,9,9,2,0,3,76,20,0,0,0,0,0,0,0,0,0,0,0,46,40,train
0,4.854027398543947,22,C,0,1,62,107,0,0,0,0,0,1,0,0,0,0,0,11,45,8,J,1,50,E,11,58,126,22,11,0,0,0,0,79,35,490,47,0,9,9,3,0,7,58,18,0,0,0,0,0,0,0,0,0,0,0,46,37,test
0,0.6821052622423661,37,C,0,0,62,133,0,0,0,0,0,0,1,0,1,0,0,12,45,8,J,1,63,E,12,80,143,38,12,0,0,0,0,75,35,470,57,0,8,9,3,0,4,59,19,0,0,0,0,0,0,0,0,0,0,0,45,37,test
0,-6.554004969453197,22,C,20,7,66,142,0,0,0,0,0,0,0,0,0,0,0,12,35,8,J,1,70,E,11,80,159,24,15,0,0,0,0,78,31,330,86,0,9,8,3,0,4,74,23,0,0,0,0,0,0,0,0,0,0,0,45,41,test
0,-7.537027570819304,30,C,20,12,61,100,0,0,0,0,0,1,2,0,0,1,0,8,65,10,J,1,80,E,14,70,119,33,12,1,1,0,0,82,31,340,65,0,8,9,3,0,0,77,26,0,0,0,0,0,0,0,0,0,0,0,44,40,test
0,5.603450828702497,40,C,0,0,63,138,0,0,0,0,0,0,0,0,0,0,0,12,65,18,J,1,60,E,13,80,140,41,12,1,0,0,0,82,34,390,52,1,9,9,4,0,8,54,17,0,0,0,0,1,0,0,0,0,0,0,48,36,train
1,0.32068599659635066,27,C,20,13,61,98,0,1,0,0,0,1,0,0,0,0,0,12,65,8,H,1,37,B,13,60,105,32,9,1,2,0,0,78,31,330,54,0,5,9,2,0,2,63,17,0,0,0,0,0,0,0,0,0,0,0,43,41,test
0,-2.2270708910207775,25,C,0,0,77,147,1,0,0,0,0,0,0,0,1,0,0,10,45,10,J,1,50,E,13,78,165,28,10,0,0,0,0,77,28,415,58,0,8,9,2,0,1,67,20,0,0,0,0,0,0,0,0,0,0,0,47,40,test
0,6.969130907300306,25,C,0,0,65,140,0,0,0,0,0,0,1,0,2,0,1,12,75,8,H,1,80,B,13,60,174,25,12,0,1,0,0,79,32,450,46,1,3,9,3,0,8,43,12,0,0,0,0,0,0,0,0,0,0,0,49,36,test
1,7.598563401072347,18,C,0.125,2,62,128,0,0,0,0,0,1,0,0,0,0,0,11,55,10,J,1,57,E,13,54,145,22,11,0,0,0,0,79,25,370,61,1,4,7,2,0,10,57,16,0,0,0,0,0,0,2,0,0,0,0,46,37,train
1,4.785553727807891,20,C,0,1,62,130,0,0,0,0,0,1,0,0,0,0,0,12,65,17,J,1,50,E,13,74,154,24,11,0,0,0,0,72,22,310,64,1,7,9,2,0,7,68,20,0,0,0,0,0,0,0,0,0,0,0,47,38,train
0,-1.2558037214315876,32,C,20,14,64,111,0,0,0,0,0,0,0,0,0,0,0,12,55,25,J,1,70,E,11,70,128,35,14,0,0,0,0,79,29,460,95,1,4,8,3,0,2,66,18,0,0,0,0,0,0,0,0,0,0,0,46,43,train
0,1.8403091877701132,30,C,0,0,66,125,0,0,0,0,0,0,0,0,0,0,0,14,65,12,J,1,90,E,10,70,141,34,16,0,0,0,0,81,32,370,75,0,9,9,0,3,7,61,19,0,0,0,0,0,0,0,0,0,0,0,46,40,train
0,8.697270171112109,34,C,0,0,64,125,0,0,0,0,0,0,0,0,0,0,0,14,65,15,J,1,90,E,10,70,144,37,18,0,0,0,0,84,32,480,73,1,8,9,0,3,6,49,15,0,0,0,0,0,0,0,0,0,0,0,48,40,test
0,-6.472944882419575,36,C,10,16,63,135,2,0,0,0,0,0,1,0,0,0,0,12,55,11,J,1,80,E,13,64,155,37,13,0,2,0,0,80,34,450,47,0,7,9,3,0,1,74,22,0,0,0,0,0,0,0,0,0,0,0,45,40,test
0,0.5628000381737226,24,C,20,9,65,142,0,0,2,0,0,1,1,0,0,0,0,11,65,20,J,1,70,E,12,70,164,34,12,0,0,0,0,82,38,725,59,1,8,8,3,0,4,58,18,0,0,0,0,0,0,0,0,0,0,0,46,42,train
1,4.759764062336524,33,C,20,11,61,97,1,0,0,0,0,0,1,0,0,0,0,12,15,10,L,1,33,E,13,70,111,38,11,1,1,0,0,82,32,440,68,0,7,9,3,0,6,61,18,0,0,0,0,0,0,0,0,0,0,0,46,39,test
1,11.263814046353025,33,C,3,14,68,145,0,0,0,0,0,1,0,0,0,0,0,12,25,18,J,1,23,E,13,80,157,35,6,0,1,0,0,83,34,460,72,0,6,9,3,0,8,55,18,0,0,0,0,0,0,0,0,0,0,0,45,39,train
1,7.383421585380423,35,C,0,15,68,139,0,0,0,0,0,1,2,0,0,0,0,12,55,20,J,1,30,E,13,80,169,36,6,0,1,0,0,75,28,630,54,0,8,9,3,0,5,65,21,0,0,0,0,0,0,0,0,0,0,0,44,40,test
0,4.749567140828085,20,C,6,3,65,135,0,0,0,0,0,0,1,0,0,0,0,12,65,13,J,1,73,E,13,58,154,24,12,0,0,0,0,84,32,510,59,0,9,9,2,0,5,50,16,0,0,0,0,0,0,0,0,0,0,0,45,42,train
0,8.91402552240729,28,C,10,9,60,118,0,0,0,0,0,0,1,0,0,0,0,11,45,13,J,1,37,E,13,60,140,29,0,0,1,0,0,88,39,450,58,1,9,9,2,0,4,42,14,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,4.651423239062128,32,C,10,12,59,128,0,0,0,0,0,0,1,0,0,0,0,11,55,25,J,1,40,E,13,80,145,32,3,0,1,0,0,78,35,510,58,1,7,9,2,0,5,61,19,0,0,0,0,0,0,0,0,0,0,0,46,39,test
0,6.002974539617458,29,C,0,0,68,190,0,0,1,0,0,1,0,0,0,0,0,13,55,10,J,1,63,E,13,84,196,32,12,0,0,0,0,78,29,515,73,1,3,9,3,0,5,48,14,0,0,0,1,0,0,0,0,0,0,0,47,40,train
0,4.8785987530741055,32,C,20,14,61,96,0,0,0,0,0,0,1,0,1,1,0,12,45,13,J,1,53,E,14,68,118,37,12,0,1,0,0,80,32,605,67,0,7,9,3,0,1,49,15,0,0,0,0,0,0,0,0,0,0,0,45,40,test
0,-1.0036917866941861,26,C,15,11,60,96,0,0,0,0,0,0,0,0,0,0,0,12,45,17,J,1,43,E,15,50,115,24,7,0,0,0,0,79,33,470,67,0,9,9,2,0,2,66,22,0,0,0,0,0,0,0,0,0,0,0,43,40,test
0,-0.39713770511611934,25,C,0,0,64,95,0,0,0,0,0,0,1,0,0,0,1,12,55,8,J,1,40,E,13,70,107,31,6,0,0,0,0,78,24,330,90,0,9,9,2,0,11,68,20,0,0,0,0,0,0,0,0,0,0,0,46,40,test
1,5.249211553199959,26,C,0,1,62,195,0,0,0,0,0,2,0,0,0,0,0,8,35,13,J,1,33,E,12,80,195,26,9,0,0,0,0,75,22,240,54,0,9,9,3,0,7,64,21,0,0,0,0,0,0,0,0,0,0,0,44,40,train
1,8.006734118990014,28,C,6,2,62,96,0,0,0,0,0,0,0,0,0,0,0,12,35,15,J,1,43,E,16,68,125,31,10,0,1,0,0,77,30,450,49,0,8,9,3,0,9,59,17,0,0,0,0,0,0,0,0,0,0,0,44,40,test
0,1.7128345805314134,31,C,10,4,63,94,0,0,0,0,0,0,0,0,1,1,0,12,5,18,J,1,27,E,15,70,113,33,10,0,1,0,0,82,39,350,52,1,9,10,2,0,6,62,16,0,0,0,0,0,0,0,0,0,0,0,44,39,train
0,-0.341464312076202,23,C,1,3,64,120,0,0,0,0,0,1,1,1,0,0,0,12,45,10,J,1,40,E,14,68,142,27,11,1,1,0,0,77,31,290,44,1,9,9,2,0,8,63,18,0,0,0,0,0,0,0,0,0,0,0,44,41,train
0,2.869010737663347,20,C,0,0,65,135,0,0,0,0,0,0,1,0,0,0,0,14,35,15,J,1,77,E,11,62,149,21,14,0,0,0,0,84,34,600,50,1,9,9,0,3,7,62,20,0,0,0,0,0,0,0,0,0,0,0,47,39,test
0,1.6357201635187213,22,C,20,7,59,123,0,0,0,0,0,0,1,0,0,1,0,12,55,13,J,1,80,E,13,70,154,26,12,0,0,0,0,81,37,340,59,1,9,9,3,0,7,65,21,0,0,0,0,0,0,0,0,0,0,0,45,40,train
0,11.051195613733958,22,C,20,5,66,137,0,0,0,0,0,1,1,1,0,0,0,12,55,10,J,1,80,E,15,54,159,27,16,0,0,0,0,78,39,500,42,0,1,9,2,0,7,39,12,0,0,0,1,0,0,0,0,0,0,1,47,41,train
0,-1.5636673350987405,31,C,0,5,64,140,0,0,0,0,0,0,0,0,1,0,0,13,65,9,J,1,80,E,11,60,160,34,14,0,0,0,0,82,36,520,56,0,8,9,3,0,9,62,15,0,0,0,0,0,0,0,0,0,0,0,45,40,train
0,3.2673808163649625,26,C,20,10,64,96,0,0,0,0,0,0,0,0,0,1,0,12,35,13,J,1,43,E,15,70,129,24,10,0,0,0,0,78,32,575,76,1,9,9,2,0,6,60,19,0,0,0,0,0,0,0,0,0,0,0,46,40,test
1,16.028230352062298,34,C,0,0,64,157,0,0,0,0,0,0,0,0,1,0,0,12,35,20,J,1,43,E,16,80,174,34,10,0,0,0,0,81,28,500,58,1,9,9,3,0,10,47,14,0,0,0,0,0,0,0,0,0,0,0,44,39,train
0,9.244608333284257,21,C,0,0,61,103,0,0,0,0,0,0,0,0,0,0,0,12,25,30,F,1,70,E,12,88,118,27,14,0,0,0,0,83,35,480,54,1,10,9,0,2,8,43,12,0,0,0,0,0,0,0,0,0,0,0,44,42,test
0,4.780094791520031,30,C,0,0,63,134,0,0,0,0,0,0,0,0,0,0,0,7,75,13,F,1,90,E,15,70,158,32,15,0,0,0,0,84,38,420,46,0,7,9,3,0,5,53,15,0,0,0,0,0,0,0,0,0,0,0,45,39,test
0,1.1551852003431735,29,C,20,16,61,110,0,0,0,0,0,1,0,0,1,0,0,12,65,12,J,1,60,E,13,60,124,31,12,1,0,0,0,82,31,330,58,1,9,9,3,0,9,69,16,0,0,0,0,0,0,0,0,0,0,0,45,40,train
0,1.7687123174908133,33,C,10,12,67,170,0,0,0,0,0,0,3,0,0,1,0,12,45,12,J,1,43,E,11,70,195,36,9,0,1,0,0,80,33,590,59,1,8,8,3,0,0,54,17,0,0,0,0,0,0,0,0,0,0,0,48,40,test
0,17.619192632157606,32,C,20,15,66,135,0,3,1,0,0,0,0,0,1,1,0,12,75,8,J,1,73,E,14,90,155,34,12,0,0,0,0,76,34,460,57,1,9,9,3,0,3,48,15,0,0,0,0,0,0,0,0,0,0,0,46,40,test
0,3.8857496938286866,25,C,0,0,60,118,0,0,0,0,0,0,1,0,0,0,0,12,35,10,J,1,37,E,11,60,137,28,9,0,0,0,0,82,29,440,70,1,8,10,3,0,8,58,19,0,0,0,0,0,0,0,0,0,0,0,46,38,train
0,1.6808779810544523,27,C,0,0,63,110,0,0,0,0,0,0,0,1,0,0,0,12,65,25,G,1,83,E,16,60,135,33,12,2,0,1,0,85,41,390,75,0,6,9,2,0,4,63,19,0,0,0,0,0,0,0,0,0,0,0,47,40,test
0,3.9180658833328126,24,C,0,2,54,89,0,0,0,0,0,1,1,0,0,0,0,12,65,10,O,1,57,E,16,66,108,27,7,0,0,0,0,82,34,510,43,0,8,8,1,2,3,54,14,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,12.629443401810807,32,C,20,15,63,145,0,1,0,0,0,0,0,0,0,0,0,12,85,10,J,1,87,E,14,86,153,32,12,0,3,0,1,79,24,490,52,0,8,9,3,0,2,58,18,0,0,0,0,0,0,0,0,0,0,0,45,42,train
1,-3.2616727253627262,36,C,40,16,63,121,0,1,0,0,0,1,3,0,0,0,0,11,55,8,J,1,43,E,13,80,135,36,9,0,7,2,1,84,39,405,82,0,9,9,2,0,5,68,23,0,0,0,0,0,0,0,0,0,0,0,44,41,train
0,2.438692897016106,25,C,20,9,67,144,1,0,0,0,0,0,0,0,0,0,0,10,45,15,J,1,73,E,14,60,159,27,16,0,0,0,0,87,40,350,63,0,9,9,3,0,10,62,19,0,0,0,0,0,0,0,0,0,0,0,45,41,train
0,3.905813239316698,26,C,20,11,68,141,1,0,0,0,0,0,0,0,1,0,0,10,45,14,J,1,77,E,13,78,160,29,16,0,0,0,0,79,36,565,62,1,9,10,3,0,4,55,16,0,0,0,0,0,0,0,0,0,0,0,46,42,test
0,4.544125109806795,32,C,0,0,60,110,0,0,0,0,0,0,3,0,1,1,0,10,75,14,J,1,73,E,12,80,130,37,10,0,0,0,0,75,31,450,52,0,9,9,3,0,4,50,15,0,0,0,0,0,0,0,0,0,0,0,45,40,test
1,6.594733121141844,25,C,20,11,64,163,0,0,0,0,0,0,0,0,0,0,0,10,65,13,J,1,47,E,11,80,190,47,8,0,0,0,0,81,28,460,60,1,9,9,2,0,2,52,15,0,0,0,0,0,0,0,0,0,0,0,48,39,test
0,-0.46884829641153813,25,C,0,0,61,135,0,0,0,1,0,0,0,0,0,0,0,12,45,10,J,1,83,E,12,72,162,23,17,0,0,0,0,79,34,370,55,1,9,9,3,0,4,59,16,0,0,0,0,0,0,0,0,0,0,0,47,41,test
0,-4.904044830356135,39,C,0,0,59,118,0,0,0,0,0,1,1,1,0,0,0,12,55,15,J,1,47,E,11,80,139,42,10,2,4,1,1,80,32,395,46,0,8,9,3,0,3,75,22,0,0,0,0,0,0,0,1,0,0,1,45,40,test
0,3.2055530318634275,35,C,0,0,64,140,0,0,0,0,0,3,1,0,0,0,0,12,55,14,J,1,77,E,12,80,164,37,12,1,0,0,0,83,35,400,60,0,5,8,3,0,9,53,16,0,0,0,0,0,0,0,0,0,0,0,43,39,train
0,0.9238321683485948,21,C,0,0,63,120,0,0,0,0,0,0,2,0,0,0,0,12,45,8,G,1,83,E,13,60,141,24,16,0,0,0,0,77,26,450,53,0,9,9,0,2,2,57,18,0,0,0,0,0,0,0,0,0,0,0,44,38,test
0,2.5867479813345486,21,C,18,4,64,104,0,0,0,0,0,1,2,0,0,0,0,11,35,20,J,1,60,E,11,56,142,23,12,0,1,0,0,80,33,550,69,1,4,9,2,0,2,62,18,0,0,0,0,0,0,0,0,0,0,0,47,38,test
0,14.90529665566043,21,C,20,8,66,155,0,1,0,2,0,0,0,0,1,0,0,12,35,10,J,1,47,E,11,80,180,21,10,0,0,0,0,79,33,520,45,0,9,9,0,2,5,60,18,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,2.3966427607811394,20,C,0,0,62,115,0,0,0,0,0,0,1,0,0,0,0,12,85,10,J,1,70,E,13,80,129,21,12,0,0,0,0,82,37,370,62,1,10,10,2,0,9,57,17,0,0,0,0,1,0,0,0,0,0,0,45,39,test
0,2.867495994081622,24,C,1,3,53,145,0,0,0,0,0,0,0,1,2,0,0,10,55,10,J,1,57,E,13,70,169,29,11,0,0,0,0,81,26,565,67,0,5,9,2,0,1,52,18,0,0,0,0,0,0,0,0,0,0,0,46,34,test
0,-2.6856318170753593,31,C,20,14,61,106,1,0,0,0,0,1,0,0,1,0,0,12,45,12,J,1,77,E,14,40,124,32,12,1,0,0,0,84,38,385,73,1,9,9,2,0,3,69,22,0,0,0,0,0,0,0,0,0,0,0,44,41,train
0,8.529186261176909,27,C,0,0,68,155,0,0,2,0,0,0,1,0,0,0,1,12,55,18,J,1,63,E,12,76,181,28,12,0,2,0,0,85,39,620,52,0,6,8,0,2,10,51,14,0,0,0,0,0,0,0,0,0,0,0,47,42,train
0,-6.825339747589998,27,C,20,6,61,100,0,0,0,0,0,1,3,0,0,1,0,12,55,10,J,1,80,E,12,70,114,28,12,2,1,1,0,78,36,260,75,0,8,8,2,0,9,78,21,0,0,0,0,0,0,0,0,0,0,0,42,41,test
0,8.43576308636014,30,C,0,13,61,135,3,0,0,0,0,0,1,1,0,0,0,12,35,15,J,1,60,E,13,86,158,31,12,0,0,0,0,83,31,605,83,1,9,9,2,0,10,44,14,0,0,0,0,0,0,0,0,0,0,0,48,42,train
1,10.951189294891085,27,C,20,11,65,147,0,0,0,0,0,1,0,0,0,0,0,9,45,15,J,1,43,E,14,60,161,27,8,1,0,0,0,75,27,360,55,1,9,9,1,0,3,49,15,0,0,0,0,0,0,0,0,0,0,0,46,39,train
1,8.237808076102441,28,C,20,12,63,145,0,0,0,0,0,1,0,0,0,0,0,9,35,18,J,1,33,E,13,70,160,28,9,1,0,0,0,78,31,360,64,0,8,9,3,0,6,60,20,0,0,0,0,0,0,0,0,0,0,0,45,41,train
0,4.316190232624255,28,C,0,9,61,119,2,0,0,0,0,1,1,0,0,0,0,12,55,10,J,1,67,E,13,68,130,28,12,0,0,0,0,83,32,410,54,0,9,9,2,0,3,54,18,0,0,0,0,0,0,0,0,0,0,0,47,39,test
0,2.2752378046384107,34,C,0,0,62,159,0,0,0,0,0,0,2,1,0,0,1,8,45,12,J,1,37,E,11,70,170,40,6,0,1,0,0,82,33,555,57,1,3,9,2,0,3,60,18,0,0,0,0,0,0,0,0,0,0,0,47,41,test
0,-0.859888156096923,37,C,0,0,61,150,0,0,0,0,0,0,2,0,0,0,1,10,65,14,J,1,47,E,12,84,171,41,7,0,1,0,0,84,38,710,92,1,9,9,3,0,1,66,20,6,0,0,0,0,0,0,0,0,0,1,45,35,test
